show_name,show_id,season,episode_num,episode_name,original_air_date,synopsis
Hangin' with Mr. Cooper,14,2,15,The Courtship of Mark Cooper,1994-01-28,Mark is in the midst of defending himself in court when he realizes the plaintiff's lawyer is an ex-girlfriend he dumped brutally.
Hangin' with Mr. Cooper,14,2,16,Wedding Bell Blues,1994-02-04,"When P.J. tells him she is going to marry her old boyfriend and quit her job, Mark has to decide if he should tell her a secret that could make her cancel the wedding."
Hangin' with Mr. Cooper,14,2,17,Truth or Consequences,1994-02-11,Mark and Vanessa make a bet on who can go the longest without telling a lie.
Hangin' with Mr. Cooper,14,2,18,Trading Places,1994-02-18,"When Vanessa applies for a job at a conservative Christian radio station, she tells the manager that Mark is her husband and Geneva is her wild cousin."
Hangin' with Mr. Cooper,14,2,19,Pros and Convicts,1994-03-04,"When Vanessa shows Geneva how to have a good time, Geneva hits on a police officer who mistakes them both as prostitutes. They both are arrested."
Hangin' with Mr. Cooper,14,2,20,"Double Cheeseburger, Hold the Diploma",1994-03-18,"P.J. threatens to discharge Mark when his student, Earvin, quits school. Geneva can't afford to buy a new bicycle for her daughter, Nicole."
Hangin' with Mr. Cooper,14,2,21,Groom and Doom,1994-05-13,Mark introduces Geneva to a college teacher who asks her to marry him.
Hangin' with Mr. Cooper,14,2,22,Hangin' with Mrs. Cooper,1994-05-20,"Mark plots to reunite his parents after his mother, Dorothy, leaves her husband of 35 years and moves in with Mark. Richard Roundtree guest stars."
Hangin' with Mr. Cooper,14,3,1,Call Me Irresponsible,1994-09-23,"Mark avoids P.J.'s phone calls and learns, too late, that she had good news. Geneva plays a trick on Vanessa to teach Nicole a lesson."
Hangin' with Mr. Cooper,14,3,2,My Bodyguard,1994-09-30,"Mark teaches Tyler how to be a tough guy so that he can protect Nicole against a bully at school. When Tyler's approach doesn't work,scaring the bully away. Vanessa takes care of her boss' prized orchid."
Hangin' with Mr. Cooper,14,3,3,Between Friends,1994-10-07,"Mark and a former college buddy embark upon an all-out competition--first with wrestling, then with women. Vanessa finally manages to get a job answering phones at a doctor's office."
Hangin' with Mr. Cooper,14,3,4,"He Said, She Said",1994-10-14,"Geneva fights with the video store clerk who claims that she never returned the tape. Just after mailing a letter to the senator concerning the tape, the kids find it. Vanessa is kicked out of the carpool."
Hangin' with Mr. Cooper,14,3,5,Matinee,1994-10-21,"When he takes Nicole and her friends to the theater, Mark disrupts the movie. Geneva makes 300 penguins for the school's decoration committee."
Hangin' with Mr. Cooper,14,3,6,Mo' Money,1994-10-28,Mark almost gets fired when he buys a vending machine for the school to profit off of the sales. The bus that Vanessa is riding gets hijacked.
Hangin' with Mr. Cooper,14,3,7,Instant Replay,1994-11-04,"Mark reluctantly plays basketball with former classmate Reggie Wilson, now an NBA star. Vanessa connives to go on a date with Reggie."
Hangin' with Mr. Cooper,14,3,8,House Guest,1994-11-11,P.J. has a fight with her mother and moves out of the home they share and into Mark's home.
Hangin' with Mr. Cooper,14,3,9,My Achy Breaky Back,1994-11-18,"In order to go on an important coaching interview after he hurts his back, Mark undergoes some experimental treatment for the pain at the doctor's office where Vanessa works."
Hangin' with Mr. Cooper,14,3,10,True Romance,1994-11-25,Vanessa finds out her new boyfriend is not as rich as he wants her to believe. Tyler asks Mark for advice on girls.
Hangin' with Mr. Cooper,14,3,11,Clothes Make the Man,1994-12-02,Vanessa rescues Steve and Mark when are tricked into buying new expensive clothes from a beatuiful saleswoman who tells them they are very attractive and wants them to model in a calendar.
Hangin' with Mr. Cooper,14,3,12,Christmas Show,1994-12-16,"Mark's job as Santa at the mall and his Christmas plans at home both fail miserably, but the Christmas spirit triumphs."
Hangin' with Mr. Cooper,14,3,13,Coach,1995-01-06,Mark becomes the new head coach of the undefeated basketball team after Coach Corley quits. He starts to think that he doesn't have what it takes to be a winning coach when the team loses their very first game under his coaching.
Hangin' with Mr. Cooper,14,3,14,One Is the Loneliest Number,1995-01-13,"After Mark and Denise's break-up, Mark discovers that he really does love her and jumps through hoops to get her back. Nicole and Tyler work together selling candy bars in an effort to win the prize for the most sold, a CD player."
Hangin' with Mr. Cooper,14,3,15,True Lies,1995-01-27,"In order to be with his girlfriend, Mark lies to Nicole. Mark allows Nicole to punish him after she realizes that he lied. But soon he is tempted to lie to her again."
Hangin' with Mr. Cooper,14,3,16,The Ringer,1995-02-03,"As the new coach of Nicole's floundering all-girl basketball team, Mark conspires to dress Tyler up as a girl to help the team."
Hangin' with Mr. Cooper,14,3,17,Down in the Dumps,1995-02-10,Mark and Vanessa think that they won the lottery but can't find their winning ticket.
Hangin' with Mr. Cooper,14,3,18,Hero,1995-02-17,Mark becomes a local hero but an awards ceremony reveals the truth.
Hangin' with Mr. Cooper,14,3,19,Here Comes the Groom,1995-02-24,Mark's good advice to Earvin about romance somehow causes Earvin to elope with his new girlfriend and Earvin's mother wants Mark to stop the couple.
Hangin' with Mr. Cooper,14,3,20,The Matchmaker,1995-04-28,Geneva's crazy Aunt Eunetta comes to visit and decides that roommates Mark and Vanessa would be the perfect couple. Nicole is upset when Tyler and his friend won't let her play in their boys-only clubhouse.
Hangin' with Mr. Cooper,14,3,21,Guys' Night Out,1995-05-05,"Mark tries to help Geneva's boyfriend become a part of his group of male friends with disastrous results. Nicole hides a stray cat in her room, but Vanessa is allergic to cats."
Hangin' with Mr. Cooper,14,3,22,High Hopes,1995-05-12,"It looks like Mark, Geneva and Vanessa may all be leaving Oakland forever due to some unexpected surprises--good and bad--in this season finale cliffhanger."
Hangin' with Mr. Cooper,14,4,1,Together Again,1995-09-22,"Mark, Vanessa and Geneva return to Oakland after their plans go awry. Geneva gets promoted to high school principal and wonders if she should rehire Mark."
Hangin' with Mr. Cooper,14,4,2,It's a Matter of Principal,1995-09-29,"Mark takes advantage of Geneva's position as high school principal. Vanessa refuses to return her wedding gifts, which gives Nicole and Tyler a naughty idea."
Hangin' with Mr. Cooper,14,4,3,R.O.T.C.,1995-10-13,Mark becomes the faculty advisor for a student military program and learns that war games are no fun.
Hangin' with Mr. Cooper,14,4,4,E.R.,1995-10-20,"When Mark injures himself, Vanessa proves her medical skills."
Hangin' with Mr. Cooper,14,4,5,Halloween,1995-10-27,Nicole dares Tyler to stay all night in a haunted house on Halloween.
Hangin' with Mr. Cooper,14,4,6,Ghost in the Machine,1995-11-03,Nicole feels guilty about lying and learns a lesson from a dream.
Hangin' with Mr. Cooper,14,4,7,Waterworld,1995-11-10,Mark's stubborn attempts to fix the plumbing fail miserably.
Hangin' with Mr. Cooper,14,4,8,I Remember Grandpa,1995-11-17,"Mark has to go clean his grandfather's cabin, and he and Geneva realize they have different memories of the place. MARK CURRY plays a dual role as Mark and his grandfather."
Hangin' with Mr. Cooper,14,4,9,R.E.S.P.E.C.T.,1995-12-01,"Geneva and Vanessa move out when Mark treats them poorly, but he soon learns what it feels like."
Hangin' with Mr. Cooper,14,4,10,The Great Pretender,1995-12-08,"Mark uses Vanessa's medical shoulder brace to get sympathy from a beautiful woman, but the charade gets out of control."
Hangin' with Mr. Cooper,14,4,11,Christmas '95,1995-12-15,A trip to a nostalgic tree farm is ruined for Mark and his friends until they all learn the true meaning of Christmas.
Hangin' with Mr. Cooper,14,4,12,Increase the Peace,1996-01-05,"Earvin is challenged by a gang member, and Mark intervenes."
Hangin' with Mr. Cooper,14,4,13,Robo Golf,1996-01-12,Mark makes a risky investment.
Hangin' with Mr. Cooper,14,4,14,Coach Counselor,1996-01-19,Mark loses his office and Geneva promises him another--for a price.
Hangin' with Mr. Cooper,14,4,15,Talent Show,1996-02-02,Mark's a hero when he gets a famous musical group to promise to perform at the school carnival--until they fail to show up.
Hangin' with Mr. Cooper,14,4,16,Globetrotters,1996-02-09,"THE HARLEM GLOBETROTTERS (themselves) are playing in town, but Mark might have to miss them."
Hangin' with Mr. Cooper,14,4,17,Rivals,1996-02-16,Mark's competition with a rival coach escalates to a life-threatening degree.
Hangin' with Mr. Cooper,14,4,18,The Curse,1996-02-23,Mark doesn't believe the great car he just bought is haunted--until bad luck starts happening to him and everyone around him.
Hangin' with Mr. Cooper,14,4,19,Grumpy Old Man,1996-03-08,Mark plays matchmaker to an elderly couple so he can buy a classic car. Geneva worries that no one on the faculty likes her.
Hangin' with Mr. Cooper,14,4,20,True Confessions,1996-04-26,"When Vanessa dates a successful, handsome man, Mark has an unexpected reaction."
Hangin' with Mr. Cooper,14,4,21,Breaking Up Is Hard to Do,1996-05-03,"Mark and Vanessa date each other, but their relationship encounters trouble immediately."
Hangin' with Mr. Cooper,14,4,22,Will She or Won't She?,1996-05-10,"Mark mistakenly thinks that Eric has proposed to Vanessa so he asks her to marry him. Mark revokes the proposal when he discovers his mistake, but proposes to her again seriously."
Hangin' with Mr. Cooper,14,5,1,The Ring,1997-06-21,"After convincing Vanessa to marry him, Mark must buy her an engagement ring."
Hangin' with Mr. Cooper,14,5,2,Please Don't Go,1997-06-28,"As Mark and Vanessa plan their wedding, Geneva has an unexpected reaction."
Hangin' with Mr. Cooper,14,5,3,The In-Laws,1997-07-05,Mark competes for the respect of Vanessa's father--and loses.
Hangin' with Mr. Cooper,14,5,4,Security,1997-07-12,Mark takes an additional job that might lead to movie stardom.
Hangin' with Mr. Cooper,14,5,5,The Spa,1997-07-19,Mark is jealous when Vanessa goes to a spa where the sexy male employees are eager to please.
Hangin' with Mr. Cooper,14,5,6,The Dance,1997-08-02,Tyler gets some bad romantic advice from Mark.
Hangin' with Mr. Cooper,14,5,7,One on One,1997-08-09,Mark and Tyler learn lessons in respecting women.
Hangin' with Mr. Cooper,14,5,8,The Swami,1997-08-15,"Mark works at a carnival pretending to be a fortune-teller to help the school earn money for textbooks, but his fake predictions begin to cause problems."
Hangin' with Mr. Cooper,14,5,9,The Argument,1997-08-16,Vanessa and Mark present opposing versions of an incident -- until Tyler reveals what really happened.
Hangin' with Mr. Cooper,14,5,10,Lifesaver,1997-08-22,Geneva's boyfriend wants to marry her--until Mark meddles in their relationship.
Hangin' with Mr. Cooper,14,5,11,The Idol,1997-08-23,"Mark introduces Tyler to his favorite rap star, and Tyler learns a lesson about hero worship."
Hangin' with Mr. Cooper,14,5,12,"Party, Party",1997-08-29,Mark and Vanessa spy on each other during their bachelor and bachelorette parties.
Hangin' with Mr. Cooper,14,5,13,Getting Personal,1997-08-30,"In the series finale, Mark wears a squirrel costume for his wedding pictures with Vanessa, angering her. Will she cancel the wedding?"
Sister Sister,15,1,1,The Meeting,1994-04-01,"Tia and Tamera are twin sisters who were separated at birth and adopted; Tia by Lisa Landry, a fashion designer, and Tamera by Ray Campbell who owns a limo service. The girls tell of how they met each other in a shopping mall and how they were almost separated again."
Sister Sister,15,1,2,First Dates,1994-04-01,"Tamera decides to go with a date to the school dance, breaking a promise to Tia as they had both agreed to stay home unless they both had dates."
Sister Sister,15,1,3,Slumber Party,1994-04-08,"Tia and Tamera host a slumber party, and Lisa's romance comes to an end when she catches her boyfriend with another woman."
Sister Sister,15,1,4,"Cheater, Cheater",1994-04-15,"Tia makes the honor roll at school, Tamera overhears Ray and Lisa discussing their kids and school and decides to make Ray proud of her by getting an A on her history test. On the day of the test, she blanks out and begs Tia to take the test as her to make the grade."
Sister Sister,15,1,5,Out Alone,1994-04-22,Tia and Tamera go to a movie and get lost on the bus ride home. Lisa convinces Ray to take 'Little Ray' to the vet but Ray doesn't want to pay for the bill. Will Lisa be able to come up with the cash?
Sister Sister,15,1,6,The Pimple,1994-05-06,"When Tia's anxieties about a prominent pimple 'come to a head,' so to speak, she asks Tamera to go out on a date in her place."
Sister Sister,15,1,7,Car Trouble,1994-05-20,"Lisa finally gets a car, but it's not the car everyone expects, with it's worn down frame and now rusty paint job it takes up half of the garage. When Lisa and Ray leave in Lisa's new car, Tamera finds Ray's keys and decides to put it in reverse. Tamera damages the car by hitting a trash can. Tamera traps Tia into promising not to tell. When Ray notices the scratch he blames Lisa; Meanwhile, Lisa persuades Ray to help her bake 80 loaves of cornbread for a fund-raising event."
Sister Sister,15,1,8,The Birthday,1994-05-27,"It's the twins birthday and Lisa gets them a present they love until they see Ray's. His is a limo trip to Chicago. Excited, the twins forget about Lisa and get ready for Chicago. They bring along Sarah and make her feel left out. Taking advantage of room service and other hotel amenities, Ray goes crazy when he sees the bill. Will Tia, Tamera and Sarah make up, or will a grudge start and never end?"
Sister Sister,15,1,9,Love Strikes,1994-06-03,Tia and Tamera try to break up Ray and his new girlfriend.
Sister Sister,15,1,10,Wedding Bells & Box Boys,1994-06-10,"Tia is excited after being asked out on a car date with a 16 year old boy. The problem is Tia having to persuade Lisa to allow her to go; Meanwhile, Danielle's wedding is canceled when she and Ray are caught kissing in the kitchen, leaving Lisa without a check. Will Lisa allow Tia to go on her car date? Will Lisa be successful playing matchmaker to repair Danielle's marriage?"
Sister Sister,15,1,11,Mothers and Other Strangers,1994-06-17,"Lisa's mother comes to visit. Not thinking at the time Lisa had told her mother that she was married to Ray. Lisa then persuades Ray to pretend to be her husband, and in return she won't talk for a week. Lisa's mother discourages her and constantly tries to tell Lisa what her life should be like. Meanwhile, the twins and Roger prepare for a talent show. Will Lisa and her mother develop a mother-daughter relationship? Will Tia get over her stage fright?"
Sister Sister,15,1,12,The Concert,1994-06-24,"The twins win tickets to see 'Cold Dog' in concert. Meanwhile, Lisa and Ray kiss for the first time."
Sister Sister,15,2,1,Hair Today,1994-11-16,"Lisa wins three certificates to a beauty spa makeover and takes the girls. Tia and Tamera try on a straight hairstyle which makes them a big hit. The next day at school, Tia goes back to her old look but Tamera keeps hers and gets in with the popular crowd. Meanwhile, Ray gets a new cappuccino maker and goes overboard on making and drinking cappuccinos."
Sister Sister,15,2,2,Get a Job,1994-11-23,"The girls want to make extra money so look for work. Ray gets them jobs at his limo service but they quickly tire of cleaning limos with fat old men. They find open positions at a trendy restaurant, Rocket Burger, but don't want to hurt Ray so try to do both jobs at once."
Sister Sister,15,2,3,Joey's Choice,1994-11-30,"Tia and Tamera both fall in love with the same boy who meets them both at Rocket Burger in different places and mistakenly believes they're the same girl. When he comes to pick her up for a date, he winds up taking both of them instead."
Sister Sister,15,2,4,A Tall Tale,1994-12-07,"The twins find dates for the big dance, but find them disappointing; Roger struggles with a very tall dance partner."
Sister Sister,15,2,5,It's a Love Thang,1994-12-14,"Tia helps Tamera meet a cute guy that they see on the bus. But a little too late, Tamera finds out that the cute boy was only 12. Meanwhile, Lisa tries to tell Terrence she loves him."
Sister Sister,15,2,6,Free Billy,1994-12-21,"The twins find a pig that's being abused and decide to take him and hide him in their house, forcing Ray and Lisa to face a tough decision when they find out."
Sister Sister,15,2,7,Operation: Deja View,1995-01-11,"Tia and Tamera are both taken to the hospital with appendicitis and rushed off to surgery. While they're in recovery, they find out from the doctor that they were born in the hospital and try to find the files on their real parents."
Sister Sister,15,2,8,Tattoo,1995-01-18,"Tia's new tattoo, a symbol of her love for her boyfriend, aggravates Lisa."
Sister Sister,15,2,9,Two for the Road,1995-02-01,"Tia and Tamera get their driver's permits and their parents try to teach them to drive. Tamera is too carefree and Tia is too nervous, so Lisa and Ray decide to switch and each teach the other. However, this results in their cars crashing into each other, and the wreck scares Tia off from getting behind the wheel again; and even Lisa who is ordinarily so sure of everything, is shaken up by the experience."
Sister Sister,15,2,10,It's a Party Thang,1995-02-15,"In an effort to reassert themselves socially, the twins plan the party to end all parties; and, when their guests are late, Lisa, Ray, and Roger round up some replacement guests so the twins do not feel bad."
Sister Sister,15,2,11,Field Trip,1995-02-22,The twins get detention when the cool teacher loses his temper with them; Roger steals a love statue and finds himself irresistible to women.
Sister Sister,15,2,12,Put to the Test,1995-03-01,"Tia and Tamera take the S.A.T exams, and later when the results come back the twins get surprising test scores; Lisa tries to sell some of her at a boutique store, but she is snubbed by the owner."
Sister Sister,15,2,13,Kid in Play,1995-03-15,Tia's offered the lead in the school play- but only after Tamera forfeits the part by being late for a rehearsal.
Sister Sister,15,2,14,Dream Lover,1995-03-22,Tia's grossed out by a bizarre dream in which she finds herself to be the object of her boss's affection; Lisa fixes Ray up with a blind date.
Sister Sister,15,2,15,Scrambled Eggs,1995-03-24,Tia and Tamera's school project on parenting is not what it's cracked up to be when Tamera is paired with Roger; Lisa tries to impress Terrence's religious parents; and Ray gives an E-mail dating system a try.
Sister Sister,15,2,16,Smoking in the Girls' Room,1995-03-31,"When Lisa uses the twins' new answering machine to monitor their activities, she discovers that they may have started smoking."
Sister Sister,15,2,17,Playing Hooky,1995-04-07,"The twins have a huge exam coming up, and they are very stressed, on the day of the exam Lisa picks the twins up from school, and takes them out for a day of fun. When they get home, Ray and Lisa get into a huge argument."
Sister Sister,15,2,18,Single White Teenager,1995-04-14,"Tamera finds a new buddy named Denise, while Tia's sick at home, but the twins are freaked out when Denise begins to act and dress like them in order to secure their friendship."
Sister Sister,15,2,19,I Do?,1995-04-28,"After Terrence proposes, Lisa makes plans for her big day - until a bizarre dream makes her think twice about the wedding."
Sister Sister,15,3,1,The Natural,1995-09-06,It's the start of the twins sophmore year and Tia changes her school schedule for a boy and Tamera finds a sport she's good out with overbearing pushy parent Ray.
Sister Sister,15,3,2,The Break-Up,1995-09-13,Lisa breaks up with Terence but Ray carries on seeing him behind Lisa's back.
Sister Sister,15,3,3,The Tutor,1995-09-20,Tamera pretends to be tutor Tia to catch a football player's eye.
Sister Sister,15,3,4,History a la Carte,1995-09-27,Tamera learns a lesson about skipping school when Ray reveals a dark secret from the past.
Sister Sister,15,3,5,Grandpa Campbell,1995-10-04,Ray's ne'er-do-well dad turns the household upside-down.
Sister Sister,15,3,6,Twins Get Fired,1995-10-11,Tia gets fired from her job because of Tamera's irresponsible behavior.
Sister Sister,15,3,7,Halloween,1995-10-25,"Though grounded, Tia and Tamera take Ray's car in search of a Halloween 'rave.'"
Sister Sister,15,3,8,Weird Science,1995-11-07,"When Ray dates their science teacher, the girls think they cannot fail."
Sister Sister,15,3,9,Thanksgiving in Hawaii (1),1995-11-14,Terrence and his new girlfriend show up at the Hawaiian condo where Lisa is staying.
Sister Sister,15,3,10,Thanksgiving in Hawaii (2),1995-11-21,Ray and Lisa settle their differences just as the twins are discovered drifting out to sea.
Sister Sister,15,3,11,Private School,1995-11-29,Tia has second thoughts about going away to a private school after she visits the campus.
Sister Sister,15,3,12,Christmas,1995-12-12,Tia and Tamera learn that Grandpa is being hounded by a loan shark.
Sister Sister,15,3,13,Double Double Date,1996-01-09,Tia asks Tamera to impersonate her when she suddenly receives two dates to the same party.
Sister Sister,15,3,14,Reality Really Bites,1996-01-31,Tia discovers just how boring her family life is when she videotapes them for a school project.
Sister Sister,15,3,15,The Volunteers,1996-02-07,Retirement-home volunteers Tia and Tamera befriend a bitter old man.
Sister Sister,15,3,16,Valentine's Day,1996-02-14,"Tia tries to help Tamera win back her boyfriend, and helps Ray and Lisa realize their true feelings."
Sister Sister,15,3,17,Paper or Plastic?,1996-02-21,Tia and Tamara take part-time jobs at Terrence's grocery store.
Sister Sister,15,3,18,The Piano Lesson,1996-02-28,Tamera agrees to a piano recital despite a distinct lack of talent.
Sister Sister,15,3,19,Summer Bummer,1996-03-13,"Tamera takes Tia's place as a camp counselor, but grandfather Jimmy is not fooled."
Sister Sister,15,3,20,The Candidate,1996-05-01,"Tamera enlists Tia's aid to compete with Rhonda for class president in the school election, but after she's elected she quickly forces Tia out of the limelight."
Sister Sister,15,3,21,Big Twin on Campus,1996-05-08,Tamera finds her own crowd when she doesn't fit in with Tia's new intellectual college friends.
Sister Sister,15,3,22,The Audition,1996-05-15,Tamera gets to sing the blues when radio personality Casey Kasem returns to his high school.
Sister Sister,15,4,1,When a Man Loves Two Women,1996-09-04,"It's every woman for herself as Tia and Tamera compete for Roger's favor."
Sister Sister,15,4,2,You Are So Beautiful,1996-09-11,Lisa and Ray set out to learn about the girls' biological parents.
Sister Sister,15,4,3,Gimme a Break,1996-09-18,"Ray and Lisa just purchased the twins a 1993 Mazda Convertible, and out past curfew the twins get lost and end up sinking their car in Lake Erie and choose not to tell Lisa and Ray; but Lisa and Ray watch the news and find out what happened to the twins' car, but instead of grounding them, they give them a lot of running around and chores to do that would be a lot easier with a car."
Sister Sister,15,4,4,Daddy's Girl,1996-09-25,Tamera grows jealous when Tia begins spending more time with Ray.
Sister Sister,15,4,5,Sis Boom Bah,1996-10-02,Tia and Tamera's tryout for the cheerleading squad ends in humiliation.
Sister Sister,15,4,6,Kid-Napped,1996-10-09,A new girl's popularity drives Tia and Tamera to pull strings.
Sister Sister,15,4,7,Boy from the Hood,1996-10-23,"Tia's surprised when her childhood friend Darnell moves back to Detroit, and while staying with the family, he soon sets his sight on Tamera. With Tamera at his heels, Tia tries warning Tamera that Darnell is not the same as he used to be, but Tamera ignores Tia's warnings. Darnell then escorts Tamera to a wild party in a dangerous neighborhood. Will Tamera realize that Darnell is not what he seems to be? Meanwhile Lisa hangs out with one of her old pals, Patrice."
Sister Sister,15,4,8,I'll Be There,1996-11-06,"Happy days arrive for Tia when she gets a job at a '50s-themed diner. But Tia gets fed up with being seen as a twin all the time, then the boss hires Tamera. Meanwhile, Ray becomes Lisa's not-so-silent business partner."
Sister Sister,15,4,9,Ch-ch-changes,1996-11-13,Tia and Tamera come up with an excellent plan to get Ray and Lisa together for a romantic evening. Everything is going planned until Lisa's friend Patrice visits and everything comes to a screeching halt.
Sister Sister,15,4,10,Double Exposure,1996-11-20,"It's time again for the yearbook photo to be taken. Last year's photo was a mess and this year Tamera plans to make it her best yearbook photo ever. But things take a huge turn when Tamera tries an overnight moisturizer, and when morning comes Tamera's face is red and blotchy. Tamera begs Tia to take her photo for her so that last year's incident will not happen all over again. This time Tamera's photo came out great thanks to Tia, but on the other hand Tia's own photo did not present her best side."
Sister Sister,15,4,11,Some Like It Hockey,1996-11-27,"After learning that girls are restricted from hockey-team tryouts, the twins sneak in with male disguises and cross-check some extremely chauvinistic guys. Meanwhile, Lisa becomes addicted to home shopping."
Sister Sister,15,4,12,Bring on the Debate,1997-01-08,"Ray feels threatened by Tamera's devotion to her new substitute music teacher Bill. Meanwhile, Lisa peddles her fashions on the street, but the local ladies misunderstand what's for sale."
Sister Sister,15,4,13,Little Man Date,1997-01-15,"Tamera experiences public humiliation from her high-school kind when Tia sets her up with her newest beau's brother - unaware that he's a precocious 9-year-old. Meanwhile, Lisa receives a phone call from Calvin Klein after he sees her billboard, or so she thinks."
Sister Sister,15,4,14,The Ski Squad,1997-01-29,"Tia and Tamera go on a trip without their parents to a ski cabin in the mountains, but they get stuck inside when an avalanche happens."
Sister Sister,15,4,15,Cafeteria Lady,1997-02-05,"Lisa gets a second job as a cafeteria worker at the twins' school and adds zest to the lunchline; everyone seems to be sweet on her efforts except for Tia, who is embarrassed."
Sister Sister,15,4,16,Three the Heart Way,1997-02-12,"On Valentine's Day, Tia and Roger are mysteriously struck by Cupid's arrow, which leaves Tamera feeling alone and brokenhearted. Meanwhile, Ray participates in a charity bachelor auction, where his plans to earn the most money backfire."
Sister Sister,15,4,17,Model Tia,1997-02-19,Tia and Tamera get a scary lesson on the new medium of the Internet when they begin responding to chatroom posts from an individual named Verique.
Sister Sister,15,4,18,My Guy,1997-02-26,"In exchange for tickets for a sold-out Boyz II Men concert - which Roger failed to get - Tamera promises Elliot, the school nerd, to get Tia to date him. During his make-over, Tamera herself starts to see Elliot as the perfect guy. Lisa goes different ways when she expands to dog fashion which soon leads her to the top."
Sister Sister,15,4,19,Double Dutch,1997-04-02,"Tia and Tamera enter a double-Dutch contest for a family street fair and Tia overworks Tamera, not letting her see her 'guy' or even telling Tamera the reason why she is so driven. It turns out that after meeting an old childhood bully, Tia became obsessed with finally beating her at something. Meanwhile Lisa convinces Ray to be Roger's substitute dad for the baking contest at the fair."
Sister Sister,15,4,20,Inherit the Twin,1997-04-30,"Tia gets some new smart friends making Tamera feel left out. Then when copies of Tia's personal journal are passed around to the other students, she accuses Tamera of stealing it ending them in Student Court, their lawyers being two 'smooth talking' new kids."
Sister Sister,15,4,21,Slime Party,1997-05-07,Tamera learns that life is not a bowl of cherries when she and Tia are pitted against twins Mary-Kate and Ashley Olsen on a TV quiz show where she is transformed into a human sundae.
Sister Sister,15,4,22,Guardian Angel,1997-05-14,"Tamera hangs out with this girl named Vanessa, making Tia feel left out. Then, Tamera discovers that Vanessa is a shoplifter; Ray lets go of his old wife, and learns to accept Lisa."
Sister Sister,15,5,1,Designer Genes,1997-09-10,"Lisa learns of a benefit fashion show and tries to persuade one of the designers to look at her portfolio. When she fails, Tia and Tamera strike a pose and sneak backstage - as models."
Sister Sister,15,5,2,A Separate Peace,1997-09-17,Tia and Tamera move into separate bedrooms after they insist that they are growing apart.
Sister Sister,15,5,3,Working Girls,1997-09-24,"Tamera and Ray have a fall-out over his new girlfriend Vivica who, she says, has turned him into a 'gallivanting, promise-breaking Romeo'. Meanwhile, Tia lands a job at a mall bookstore and becomes enamored with a mysterious customer."
Sister Sister,15,5,4,Show Me the Money,1997-10-01,"Tia finds out that she isn't getting equal pay at her job, because she is a female. Meanwhile, Tamera learns that even the best plans can go wrong when she decides to fight Tia's battle with her boss, who's paying a male employee more money; her decision to pose as Tia and demand equal pay gets her sister fired. So now Tamera has to get Tia's job back before she gets there. Will Tia lose her job, or will Tamera become 'hero of the day' and get Tia her job back?"
Sister Sister,15,5,5,It's My Party,1997-10-08,"The twins heed an uncle's birthday advice to 'seize the day' by skipping school and flying to Chicago for a hip-hop concert instead of celebrating with their parents, but a series of misfortunes turns their dream day into a nightmare - especially when Lisa and Ray uncover the truth."
Sister Sister,15,5,6,Child's Play,1997-10-15,"When it is SAT time at school, Tia starts freaking out, but Tamera is taking it easy. Not happy by this, the twins say they need a real tutor. After finding a tutor, they get to work. They work all morning and Tia still does not feel prepared. So T.J. goes to plan B, making them relax. T.J. says he missed out on all the fun 'kid' stuff like riding a bike. This tempts Tia, Tamera, and Diavian to help him out. They then take him to 'the place to have fun' and Tia finally chills out."
Sister Sister,15,5,7,A Friend Indeed,1997-10-29,Tamera entangles Tia and her friends in a sticky web of deceit after she lies about being able to get a celebrity to appear at a school fund-raiser. Music group Immature performs.
Sister Sister,15,5,8,Popular Mechanic,1997-11-05,"Tia's mysterious new friend Tyreke asks her out on a date which, of course, she accepts. When he arrives at the house, everyone learns that he is Ray's new mechanic whom he's mentoring. When Ray forbids Tia from seeing him, he discloses that Tyreke once was a former juvenile delinquent."
Sister Sister,15,5,9,Best Policy,1997-11-12,Tamera gets stuck in a difficult situation when she sees Ray's girlfriend with another man the same week she made a bet with Tia to tell nothing but the truth.
Sister Sister,15,5,10,Two's Company,1997-11-19,"After Tia and Tyreke tire of Tamera tagging along on their dates, Tia decides to find her a boyfriend. Tamera has a fight with Jordan, the school newspaper editor and she has to do one of her articles over. Who will Tamera find as a boyfriend? Meanwhile, Lisa is asked to eulogize a woman she disliked. At the end, Tamera and Jordan have a heated argument which ends them telling they both like each other."
Sister Sister,15,5,11,"Mo' Credit, Mo' Problems",1997-12-10,"The twins' car breaks down in a bad area and they must get help. Using a payphone they get hold of Ray. Meanwhile, Ray and Lisa go to an opera and Ray disturbs the other people around his seat."
Sister Sister,15,5,12,In Sickness and In Health,1998-01-07,"The twins try to reunite Lisa with her younger sister Darcy, whom she has not spoken to in years. Lisa refuses, until Darcy announces that she's in need of surgery."
Sister Sister,15,5,13,The Laws,1998-01-21,"After the twins and Diavian are engaged in a battle of the sexes with their beaus, Lisa introduces the girls to 'The Laws', of dating. The R&B trio 702 performs."
Sister Sister,15,5,14,Rosebud,1998-01-28,"Tamera feels she has something to prove when she pledges an elite sorority, but the club president has other plans for her new pledge. Meanwhile, Ray's old girlfriend Vivica 'borrows' his business practices for her own use."
